Target,RA,DEC,Sp. Type,T_eff [K],B [mag],V [mag],G [mag],Dist [pc],Data products (ascii),Data products (csv)
HD97037,11:10:13.3434,-07:23:21.845,G1V,,7.42,6.81,6.643,32.44,HD97037_harps_all-data_v1.dat,HD97037_harps_all-data_v1.csv
HD97244,11:11:43.7559,+14:24:00.557,A5V,7700.0,6.513999999999999,6.295,6.256,62.66,HD97244_harps_all-data_v1.dat,HD97244_harps_all-data_v1.csv
HD97320,11:11:00.7344,-65:25:37.746,F3V,6097.8,9.769,9.269,8.02,57.51,HD97320_harps_all-data_v1.dat,HD97320_harps_all-data_v1.csv
HD9742,01:34:50.7842,-31:53:32.338,K0/1III,4739.5,7.223,6.11,5.787999999999999,121.92,HD9742_harps_all-data_v1.dat,HD9742_harps_all-data_v1.csv
HD97783,11:14:49.9324,-23:38:47.925,G1/2V,,9.67,9.04,8.888,66.03,HD97783_harps_all-data_v1.dat,HD97783_harps_all-data_v1.csv
HD9782,01:35:26.3082,-13:22:51.702,F9V,5989.7,7.77,7.17,7.027,37.91,HD9782_harps_all-data_v1.dat,HD9782_harps_all-data_v1.csv
HD9796,01:35:20.9730,-21:12:03.932,K0V,5159.0,9.57,8.75,8.515,38.24,HD9796_harps_all-data_v1.dat,HD9796_harps_all-data_v1.csv
HD97998,11:15:49.0169,-39:19:24.614,G1V,,8.0,7.37,7.185,27.16,HD97998_harps_all-data_v1.dat,HD97998_harps_all-data_v1.csv
HD98248,11:18:13.9642,+15:58:10.061,G0,5733.3,,,8.236,66.35,HD98248_harps_all-data_v1.dat,HD98248_harps_all-data_v1.csv
HD98280,11:18:21.0424,+11:59:04.257,A2V,8905.5,6.7,6.66,6.6370000000000005,141.54,HD98280_harps_all-data_v1.dat,HD98280_harps_all-data_v1.csv
HD98284,11:17:58.1801,-36:35:47.759,F6V,5921.3,8.84,8.3,8.15,54.08,HD98284_harps_all-data_v1.dat,HD98284_harps_all-data_v1.csv
HD98356,11:18:39.6992,-10:07:34.346,K0V,,9.53,8.66,8.5,42.2,HD98356_harps_all-data_v1.dat,HD98356_harps_all-data_v1.csv
HD98430,11:19:20.4475,-14:46:42.741,G9IIICH0.5,4637.0,4.67,3.56,3.127,49.87,HD98430_harps_all-data_v1.dat,HD98430_harps_all-data_v1.csv
HD98457,11:19:25.9291,-30:19:22.746,ApSi,8613.8,7.88,7.94,7.919,313.85,HD98457_harps_all-data_v1.dat,HD98457_harps_all-data_v1.csv
HD984,00:14:10.2530,-07:11:56.814,F7V,6234.3,7.82,7.32,7.191,45.91,HD984_harps_all-data_v1.dat,HD984_harps_all-data_v1.csv
HD98586,11:19:36.8049,-64:41:21.711,G3V,5846.7,10.13,9.55,9.413,97.03,HD98586_harps_all-data_v1.dat,HD98586_harps_all-data_v1.csv
HD987,00:13:53.0105,-74:41:17.851,G8V,5380.0,9.48,8.724,8.623,45.85,HD987_harps_all-data_v1.dat,HD987_harps_all-data_v1.csv
HD9920,01:37:02.1927,+05:37:50.838,F8,5947.7,8.81,8.21,8.055,90.82,HD9920_harps_all-data_v1.dat,HD9920_harps_all-data_v1.csv
HD99211,11:24:52.9236,-17:41:02.429,A7V(n),7304.1,4.29,4.08,3.9619999999999997,26.25,HD99211_harps_all-data_v1.dat,HD99211_harps_all-data_v1.csv
HD99492,11:26:46.2784,+03:00:22.757,K3,,8.554,7.53,7.26,18.21,HD99492_harps_all-data_v1.dat,HD99492_harps_all-data_v1.csv
HD9986,01:37:40.8792,+12:04:42.171,G2V,5805.0,7.43,6.76,6.601,25.46,HD9986_harps_all-data_v1.dat,HD9986_harps_all-data_v1.csv
HIP100233,20:19:45.1837,-25:13:42.972,G2V,5968.3,9.03,8.571,7.047999999999999,39.97,HIP100233_harps_all-data_v1.dat,HIP100233_harps_all-data_v1.csv
HIP100396,20:21:35.6655,-67:18:46.239,F8V,6126.1,7.45,6.91,6.774,53.41,HIP100396_harps_all-data_v1.dat,HIP100396_harps_all-data_v1.csv
HIP101846,20:38:19.7060,-52:21:38.569,K5.5Vk:,4695.6,10.98,10.05,,3485.0,HIP101846_harps_all-data_v1.dat,HIP101846_harps_all-data_v1.csv
HIP102025,20:40:30.5611,-30:03:07.229,K3V,4711.9,11.046,10.041,9.703,40.32,HIP102025_harps_all-data_v1.dat,HIP102025_harps_all-data_v1.csv
HIP102301,20:43:41.3298,-00:10:41.572,M1V,,13.31,11.470999999999998,10.704,26.19,HIP102301_harps_all-data_v1.dat,HIP102301_harps_all-data_v1.csv
HIP102495,20:46:18.3795,-23:04:49.912,K6.5V,,12.06,10.686,10.139,35.65,HIP102495_harps_all-data_v1.dat,HIP102495_harps_all-data_v1.csv
HIP102964,20:51:39.1680,-45:27:21.545,K3Vk:,4798.1,10.71,9.71,9.384,38.84,HIP102964_harps_all-data_v1.dat,HIP102964_harps_all-data_v1.csv
HIP103019,20:52:16.3801,-39:59:50.649,K6.5Vk:,4134.8,11.72,10.39,9.76,28.09,HIP103019_harps_all-data_v1.dat,HIP103019_harps_all-data_v1.csv
HIP103039,20:52:33.0167,-16:58:29.007,M4V,,13.029000000000002,11.458,10.072000000000001,5.61,HIP103039_harps_all-data_v1.dat,HIP103039_harps_all-data_v1.csv
HIP103150,20:53:56.9789,-02:45:57.317,K4V,,12.48,11.081,10.456,32.34,HIP103150_harps_all-data_v1.dat,HIP103150_harps_all-data_v1.csv
HIP10395,02:13:53.6252,-32:02:28.472,M2Vk,,11.822000000000001,10.324000000000002,9.398,12.79,HIP10395_harps_all-data_v1.dat,HIP10395_harps_all-data_v1.csv
HIP103972,21:03:58.2875,-06:08:25.116,K5V,,11.4,10.48,10.139,49.09,HIP103972_harps_all-data_v1.dat,HIP103972_harps_all-data_v1.csv
HIP104083,21:05:13.3042,-66:57:28.302,G2V,5922.5,9.81,9.2,9.081,109.89,HIP104083_harps_all-data_v1.dat,HIP104083_harps_all-data_v1.csv
HIP1044,00:13:02.5729,-45:10:36.325,K6Vk:,4188.0,12.004000000000001,10.706,10.218,38.87,HIP1044_harps_all-data_v1.dat,HIP1044_harps_all-data_v1.csv
HIP104644,21:11:49.5678,-43:36:49.150,M6V,,13.600999999999999,11.998,11.009,15.79,HIP104644_harps_all-data_v1.dat,HIP104644_harps_all-data_v1.csv
HIP104856,21:14:27.7751,-74:02:48.483,,,11.01,10.0,9.781,57.66,HIP104856_harps_all-data_v1.dat,HIP104856_harps_all-data_v1.csv
HIP105368,21:20:32.5612,-23:36:27.157,K7V,,11.67,10.65,10.187000000000001,49.01,HIP105368_harps_all-data_v1.dat,HIP105368_harps_all-data_v1.csv
HIP105388,21:20:49.9575,-53:02:03.157,G7V,5506.5,9.32,8.67,8.488,46.85,HIP105388_harps_all-data_v1.dat,HIP105388_harps_all-data_v1.csv
HIP105506,21:22:08.6688,-51:21:18.825,K0,4775.6,10.88,9.77,9.424,42.56,HIP105506_harps_all-data_v1.dat,HIP105506_harps_all-data_v1.csv
HIP10689,02:17:32.9641,-53:59:52.178,,5393.7,,13.0,13.205,692.47,HIP10689_harps_all-data_v1.dat,HIP10689_harps_all-data_v1.csv
HIP106931,21:39:20.9272,-37:08:27.774,G6V,5597.8,8.77,8.06,7.893,38.54,HIP106931_harps_all-data_v1.dat,HIP106931_harps_all-data_v1.csv
HIP107133,21:42:04.0605,-30:35:39.327,K6+Vk:,4248.0,12.1,10.5,9.902000000000001,31.84,HIP107133_harps_all-data_v1.dat,HIP107133_harps_all-data_v1.csv
HIP107345,21:44:30.1228,-60:58:38.894,M0Ve,3972.0,13.0,11.628,10.939,46.36,HIP107345_harps_all-data_v1.dat,HIP107345_harps_all-data_v1.csv
HIP10741,02:18:14.0436,-36:20:12.316,K2V,4838.0,11.0,9.91,9.642999999999999,46.7,HIP10741_harps_all-data_v1.dat,HIP10741_harps_all-data_v1.csv
HIP107772,21:49:59.7858,-41:14:42.141,M0V,,11.937000000000001,10.544,9.932,23.66,HIP107772_harps_all-data_v1.dat,HIP107772_harps_all-data_v1.csv
HIP108020,21:53:02.7223,-64:13:02.679,K6.5V,4388.2,11.09,9.89,9.398,28.38,HIP108020_harps_all-data_v1.dat,HIP108020_harps_all-data_v1.csv
HIP108065,21:53:41.8139,-28:40:14.205,G7V,,8.55,7.82,7.635,38.29,HIP108065_harps_all-data_v1.dat,HIP108065_harps_all-data_v1.csv
HIP108095,21:54:03.8663,-17:09:41.285,G1/2V,5956.0,9.06,8.59,8.372,56.14,HIP108095_harps_all-data_v1.dat,HIP108095_harps_all-data_v1.csv
HIP108340,21:56:56.7032,-61:50:46.256,ApSrEuCr,8140.0,7.42,7.19,7.167999999999999,115.19,HIP108340_harps_all-data_v1.dat,HIP108340_harps_all-data_v1.csv
HIP108930,22:04:05.8174,-69:55:29.837,K4,,12.01,11.11,10.387,33.68,HIP108930_harps_all-data_v1.dat,HIP108930_harps_all-data_v1.csv
HIP108950,22:04:22.6438,-38:52:34.736,G8/K0III+F/G,5714.0,7.94,7.24,7.066,51.64,HIP108950_harps_all-data_v1.dat,HIP108950_harps_all-data_v1.csv
HIP109012,22:05:05.7442,-35:10:54.218,G8V,,9.343,8.552999999999999,8.392000000000001,49.28,HIP109012_harps_all-data_v1.dat,HIP109012_harps_all-data_v1.csv
HIP109149,22:06:34.9235,-34:24:30.680,K3V,4840.0,11.4,10.2,9.918,58.93,HIP109149_harps_all-data_v1.dat,HIP109149_harps_all-data_v1.csv
HIP109638,22:12:35.9443,+08:33:11.599,M3.0Ve,,13.545,11.982000000000001,10.905,15.93,HIP109638_harps_all-data_v1.dat,HIP109638_harps_all-data_v1.csv
HIP110156,22:18:46.2256,-29:45:09.157,K4Vk:,4664.1,11.1,9.96,9.552,40.96,HIP110156_harps_all-data_v1.dat,HIP110156_harps_all-data_v1.csv
HIP110443,22:22:16.2060,-54:33:38.206,K7Vk:,,10.338,8.992,8.404,13.13,HIP110443_harps_all-data_v1.dat,HIP110443_harps_all-data_v1.csv
HIP110692,22:25:36.5461,-34:54:34.498,K5V,4492.7,11.6,10.4,10.077,42.46,HIP110692_harps_all-data_v1.dat,HIP110692_harps_all-data_v1.csv
HIP110714,22:25:52.6860,-37:11:52.400,K6.5Vk:,4176.0,11.7,10.427,9.892999999999999,32.86,HIP110714_harps_all-data_v1.dat,HIP110714_harps_all-data_v1.csv
HIP111162,22:31:13.4185,-22:59:47.704,F8/G0V,6324.8,8.73,8.18,8.008,127.2,HIP111162_harps_all-data_v1.dat,HIP111162_harps_all-data_v1.csv
HIP111978,22:40:55.1705,-31:59:24.214,K0IV-V,,8.19,7.39,7.202999999999999,26.64,HIP111978_harps_all-data_v1.dat,HIP111978_harps_all-data_v1.csv
HIP1119,00:14:00.1007,-10:57:13.209,K0,4965.3,10.41,9.36,9.137,42.33,HIP1119_harps_all-data_v1.dat,HIP1119_harps_all-data_v1.csv
HIP112414,22:46:08.0342,-48:58:43.762,G0.5V,5817.7,7.25,6.62,6.468,39.65,HIP112414_harps_all-data_v1.dat,HIP112414_harps_all-data_v1.csv
HIP113596,23:00:26.0624,-53:13:40.064,K5V,,,10.552,10.088,44.39,HIP113596_harps_all-data_v1.dat,HIP113596_harps_all-data_v1.csv
HIP113850,23:03:20.8599,-49:43:34.022,M3V,3875.6,12.127,10.667,9.898,19.56,HIP113850_harps_all-data_v1.dat,HIP113850_harps_all-data_v1.csv
HIP114044,23:05:43.5693,-34:22:16.436,K6Vk:,4255.6,12.01,10.78,10.198,38.85,HIP114044_harps_all-data_v1.dat,HIP114044_harps_all-data_v1.csv
HIP115126,23:19:06.7256,-13:27:31.614,G8.5IV,,5.95,5.18,4.91,22.27,HIP115126_harps_all-data_v1.dat,HIP115126_harps_all-data_v1.csv
HIP115332,23:21:37.4483,+17:17:25.392,M3.5Ve,,13.235999999999999,11.71,10.345999999999998,10.57,HIP115332_harps_all-data_v1.dat,HIP115332_harps_all-data_v1.csv
HIP115381,23:22:23.7815,-00:24:53.530,K1V,,9.4,8.57,8.311,34.34,HIP115381_harps_all-data_v1.dat,HIP115381_harps_all-data_v1.csv
HIP115803,23:27:37.4908,-33:37:40.894,F7V,6205.2,8.04,7.51,7.377000000000001,49.83,HIP115803_harps_all-data_v1.dat,HIP115803_harps_all-data_v1.csv
HIP115861,23:28:26.8668,-37:45:25.677,G5V,5583.5,9.48,8.73,8.561,60.0,HIP115861_harps_all-data_v1.dat,HIP115861_harps_all-data_v1.csv
HIP116003,23:30:13.4384,-20:23:27.448,M2Ve,,12.633,11.113,9.921,15.96,HIP116003_harps_all-data_v1.dat,HIP116003_harps_all-data_v1.csv
HIP116317,23:34:03.3343,+00:10:45.875,M2/3V,,12.638,11.16,10.165,14.01,HIP116317_harps_all-data_v1.dat,HIP116317_harps_all-data_v1.csv
HIP116350,23:34:34.5779,-70:57:47.238,F6V,,8.02,7.55,7.428,52.13,HIP116350_harps_all-data_v1.dat,HIP116350_harps_all-data_v1.csv
HIP116374,23:34:52.4789,-34:40:11.232,K5.5V,,11.46,10.28,9.712,38.43,HIP116374_harps_all-data_v1.dat,HIP116374_harps_all-data_v1.csv
HIP116492,23:36:21.0408,-33:12:49.243,K4.5V,,11.34,10.18,9.677999999999999,40.3,HIP116492_harps_all-data_v1.dat,HIP116492_harps_all-data_v1.csv
HIP117219,23:46:01.2562,-40:10:57.234,A7III/IV,7821.0,6.502999999999999,6.3020000000000005,6.272,67.11,HIP117219_harps_all-data_v1.dat,HIP117219_harps_all-data_v1.csv
HIP11739,02:31:30.8038,-20:01:41.584,K6Vk:,4210.0,11.6,10.199,9.703,33.07,HIP11739_harps_all-data_v1.dat,HIP11739_harps_all-data_v1.csv
HIP11989,02:34:36.7407,-42:10:19.786,K0,4886.7,11.05,9.99,9.691,49.51,HIP11989_harps_all-data_v1.dat,HIP11989_harps_all-data_v1.csv
HIP12065,02:35:35.0311,-04:46:01.636,K4:V,4654.3,11.31,10.1,9.753,39.19,HIP12065_harps_all-data_v1.dat,HIP12065_harps_all-data_v1.csv
HIP12147,02:36:35.5639,-74:06:33.191,,5030.0,10.79,9.88,9.629,50.37,HIP12147_harps_all-data_v1.dat,HIP12147_harps_all-data_v1.csv
HIP12961,02:46:42.8866,-23:05:11.802,K5V,,11.651,10.237,9.599,23.39,HIP12961_harps_all-data_v1.dat,HIP12961_harps_all-data_v1.csv
HIP14475,03:06:48.8142,-04:48:30.702,G0,5456.3,9.94,9.27,9.04,60.39,HIP14475_harps_all-data_v1.dat,HIP14475_harps_all-data_v1.csv
HIP15587,03:20:46.6563,-62:16:28.127,,,10.71,9.94,9.772,67.32,HIP15587_harps_all-data_v1.dat,HIP15587_harps_all-data_v1.csv
HIP1608,00:20:08.3815,-17:03:41.001,M1+Vk:,3954.1,13.2,13.642000000000001,10.843,22.84,HIP1608_harps_all-data_v1.dat,HIP1608_harps_all-data_v1.csv
HIP16445,03:31:47.1394,+14:19:17.744,M2.5Ve,,13.845999999999998,12.263,11.282,20.22,HIP16445_harps_all-data_v1.dat,HIP16445_harps_all-data_v1.csv
HIP16536,03:32:55.8570,-44:42:07.002,M2.5V,,13.062999999999999,11.478,10.386,10.97,HIP16536_harps_all-data_v1.dat,HIP16536_harps_all-data_v1.csv
HIP17044,03:39:13.4729,+24:27:59.480,,5732.8,10.940999999999999,10.34,10.219,142.28,HIP17044_harps_all-data_v1.dat,HIP17044_harps_all-data_v1.csv
HIP17157,03:40:29.3861,-47:55:30.550,K7V,4273.4,10.92,9.62,9.094,25.62,HIP17157_harps_all-data_v1.dat,HIP17157_harps_all-data_v1.csv
HIP17316,03:42:23.9950,+21:28:24.566,G0,5954.3,10.370999999999999,9.841000000000001,9.707,129.54,HIP17316_harps_all-data_v1.dat,HIP17316_harps_all-data_v1.csv
HIP17365,03:43:06.1992,-12:53:39.621,K5V,4171.8,11.96,10.84,10.269,28.39,HIP17365_harps_all-data_v1.dat,HIP17365_harps_all-data_v1.csv
HIP17695,03:47:23.3412,-01:58:19.945,M3.0V,,13.048,11.537,10.495999999999999,16.8,HIP17695_harps_all-data_v1.dat,HIP17695_harps_all-data_v1.csv
HIP17956,03:50:19.5709,-23:49:44.967,K6V,4382.3,11.06,9.86,9.362,32.63,HIP17956_harps_all-data_v1.dat,HIP17956_harps_all-data_v1.csv
HIP18180,03:53:19.6965,-37:03:59.110,M2.5V,,13.61,12.12,11.207,25.53,HIP18180_harps_all-data_v1.dat,HIP18180_harps_all-data_v1.csv
HIP18918,04:03:18.0930,-22:48:55.605,K5V,4490.7,11.61,10.325999999999999,9.892000000000001,38.78,HIP18918_harps_all-data_v1.dat,HIP18918_harps_all-data_v1.csv
HIP1993,00:25:14.6620,-61:30:48.252,M0Ve,4077.0,13.11,11.34,10.68,44.16,HIP1993_harps_all-data_v1.dat,HIP1993_harps_all-data_v1.csv
HIP20232,04:20:10.5861,-14:45:39.841,K4V,4314.0,10.98,9.777999999999999,9.309,29.32,HIP20232_harps_all-data_v1.dat,HIP20232_harps_all-data_v1.csv
HIP20267,04:20:40.9699,-01:44:23.363,G0,5765.4,9.19,8.64,8.464,135.56,HIP20267_harps_all-data_v1.dat,HIP20267_harps_all-data_v1.csv
HIP20444,04:22:46.6765,-33:07:23.761,K2,,11.06,10.02,9.729,50.25,HIP20444_harps_all-data_v1.dat,HIP20444_harps_all-data_v1.csv
HIP20699,04:26:02.0546,-06:10:50.685,K2V,5066.0,10.61,9.75,9.475,51.33,HIP20699_harps_all-data_v1.dat,HIP20699_harps_all-data_v1.csv
HIP21539,04:37:27.1161,-33:18:15.231,K5Vk:,4543.9,11.26,10.1,9.747,36.99,HIP21539_harps_all-data_v1.dat,HIP21539_harps_all-data_v1.csv
HIP21991,04:43:36.3368,-15:48:18.206,K2V,4875.9,10.95,9.96,9.658,48.96,HIP21991_harps_all-data_v1.dat,HIP21991_harps_all-data_v1.csv
HIP22059,04:44:41.7445,-37:07:16.965,K4Vk:,4698.8,10.64,9.57,9.168,31.1,HIP22059_harps_all-data_v1.dat,HIP22059_harps_all-data_v1.csv
HIP22424,04:49:32.7504,-14:47:22.463,K7V,,12.33,10.880999999999998,10.162,25.1,HIP22424_harps_all-data_v1.dat,HIP22424_harps_all-data_v1.csv
HIP2247,00:28:34.3061,-16:13:34.841,K4Vk:,,10.77,9.72,9.201,34.49,HIP2247_harps_all-data_v1.dat,HIP2247_harps_all-data_v1.csv
HIP23309,05:00:47.1300,-57:15:25.453,M0Ve,4033.1,11.36,9.977,9.353,26.9,HIP23309_harps_all-data_v1.dat,HIP23309_harps_all-data_v1.csv
HIP23344,05:01:16.6227,+04:06:37.023,sdF0,6387.8,10.17,,9.65,171.61,HIP23344_harps_all-data_v1.dat,HIP23344_harps_all-data_v1.csv
HIP25578,05:28:00.1514,+09:38:38.154,M3.5Ve,,14.082,12.443,11.181,10.21,HIP25578_harps_all-data_v1.dat,HIP25578_harps_all-data_v1.csv
HIP25612,05:28:18.3184,-81:46:31.366,M,,11.17,10.13,9.63,30.4,HIP25612_harps_all-data_v1.dat,HIP25612_harps_all-data_v1.csv
HIP25654,05:28:48.3394,-13:32:32.444,G5,5387.2,9.99,9.18,8.984,57.1,HIP25654_harps_all-data_v1.dat,HIP25654_harps_all-data_v1.csv
HIP26013,05:33:04.6006,-26:43:28.268,K3+Vk:,4771.0,10.17,9.13,8.792,32.6,HIP26013_harps_all-data_v1.dat,HIP26013_harps_all-data_v1.csv
HIP26542,05:38:40.4778,-38:21:26.926,K3.5Vk:,,10.6,9.55,9.17,29.5,HIP26542_harps_all-data_v1.dat,HIP26542_harps_all-data_v1.csv
HIP27397,05:48:17.1383,-11:08:04.634,K9Vk:,,12.07,10.96,10.270999999999999,28.13,HIP27397_harps_all-data_v1.dat,HIP27397_harps_all-data_v1.csv
HIP27928,05:54:34.1174,-09:23:33.804,K4V,,11.89,10.75,10.244000000000002,37.92,HIP27928_harps_all-data_v1.dat,HIP27928_harps_all-data_v1.csv
HIP29322,06:10:59.8778,-65:12:20.816,M1V,,11.95,11.54,10.512,27.64,HIP29322_harps_all-data_v1.dat,HIP29322_harps_all-data_v1.csv
HIP29788,06:16:18.7861,-59:12:48.606,F9.5V,,7.02,6.43,6.282,36.15,HIP29788_harps_all-data_v1.dat,HIP29788_harps_all-data_v1.csv
HIP31293,06:33:43.2774,-75:37:47.957,M2V,,11.87,10.484000000000002,9.371,8.84,HIP31293_harps_all-data_v1.dat,HIP31293_harps_all-data_v1.csv
HIP31639,06:37:14.6318,-25:21:39.799,G5,5441.0,10.29,9.63,9.448,67.09,HIP31639_harps_all-data_v1.dat,HIP31639_harps_all-data_v1.csv
HIP31862,06:39:37.6435,-55:36:34.833,M0Vk:,,11.279000000000002,9.809,9.065,13.18,HIP31862_harps_all-data_v1.dat,HIP31862_harps_all-data_v1.csv
HIP31878,06:39:50.0241,-61:28:41.529,K7V(e),4170.0,11.043,9.746,9.252,22.24,HIP31878_harps_all-data_v1.dat,HIP31878_harps_all-data_v1.csv
HIP32127,06:42:34.9143,-56:26:42.366,,,10.16,9.47,9.273,54.89,HIP32127_harps_all-data_v1.dat,HIP32127_harps_all-data_v1.csv
HIP32393,06:45:43.0119,-20:51:09.598,K1.5III,4649.4,8.71,7.43,7.077000000000001,752.22,HIP32393_harps_all-data_v1.dat,HIP32393_harps_all-data_v1.csv
HIP3249,00:41:24.2556,-13:10:19.694,K5V,4174.0,12.12,10.732000000000001,10.238999999999999,34.45,HIP3249_harps_all-data_v1.dat,HIP3249_harps_all-data_v1.csv
HIP32812,06:50:24.0477,-51:02:44.347,K0,4924.7,10.832,9.96,9.641,54.14,HIP32812_harps_all-data_v1.dat,HIP32812_harps_all-data_v1.csv
HIP34285,07:06:28.9517,-57:27:29.118,F7V,,10.04,9.54,9.373,93.08,HIP34285_harps_all-data_v1.dat,HIP34285_harps_all-data_v1.csv
HIP35305,07:17:35.0708,-15:38:35.432,,4837.5,11.8,10.77,10.5,1175.36,HIP35305_harps_all-data_v1.dat,HIP35305_harps_all-data_v1.csv
HIP35366,07:18:19.0083,-15:34:59.422,,4861.4,12.1,11.1,10.807,1124.99,HIP35366_harps_all-data_v1.dat,HIP35366_harps_all-data_v1.csv
HIP35937,07:24:31.0890,-80:11:07.339,M0,4205.0,11.39,10.03,9.562000000000001,29.97,HIP35937_harps_all-data_v1.dat,HIP35937_harps_all-data_v1.csv
HIP35965,07:24:48.3007,-51:19:38.788,K0,,11.1,10.18,9.883,50.24,HIP35965_harps_all-data_v1.dat,HIP35965_harps_all-data_v1.csv
HIP36338,07:28:45.4390,-03:17:53.305,M3V,,13.023,11.456,10.289000000000001,11.72,HIP36338_harps_all-data_v1.dat,HIP36338_harps_all-data_v1.csv
HIP36985,07:36:07.0798,-03:06:38.791,M1.0V,,11.347000000000001,9.871,9.118,14.07,HIP36985_harps_all-data_v1.dat,HIP36985_harps_all-data_v1.csv
HIP37217,07:38:40.9603,-21:13:28.477,M3,,13.294,11.712,10.604000000000001,10.43,HIP37217_harps_all-data_v1.dat,HIP37217_harps_all-data_v1.csv
HIP38594,07:54:10.8827,-25:18:11.420,M0,,11.107000000000001,9.715,9.085,17.8,HIP38594_harps_all-data_v1.dat,HIP38594_harps_all-data_v1.csv
HIP39470,08:04:01.8923,-35:16:34.106,M0,4293.8,12.29,10.83,10.382,44.05,HIP39470_harps_all-data_v1.dat,HIP39470_harps_all-data_v1.csv
HIP39611,08:05:40.0343,-59:25:26.038,K6Vk:,4316.3,11.5,10.35,9.965,37.73,HIP39611_harps_all-data_v1.dat,HIP39611_harps_all-data_v1.csv
HIP40038,08:10:42.8580,-12:40:11.620,K0,4883.0,11.48,10.65,10.362,1313.54,HIP40038_harps_all-data_v1.dat,HIP40038_harps_all-data_v1.csv
HIP40459,08:15:40.0974,-26:00:35.583,,,11.4,10.11,9.558,28.67,HIP40459_harps_all-data_v1.dat,HIP40459_harps_all-data_v1.csv
HIP40774,08:19:19.0513,+01:20:19.909,G5V,4916.8,9.266,8.347000000000001,8.076,22.39,HIP40774_harps_all-data_v1.dat,HIP40774_harps_all-data_v1.csv
HIP41659,08:29:37.8178,-54:16:33.036,K0V,,10.28,9.51,9.266,52.51,HIP41659_harps_all-data_v1.dat,HIP41659_harps_all-data_v1.csv
HIP41662,08:29:40.4521,-09:58:35.101,K4V,4579.4,11.47,10.213,9.791,35.33,HIP41662_harps_all-data_v1.dat,HIP41662_harps_all-data_v1.csv
HIP41795,08:31:18.1588,-68:35:22.194,K6.5Vk:,4114.0,11.89,10.75,10.113999999999999,37.4,HIP41795_harps_all-data_v1.dat,HIP41795_harps_all-data_v1.csv
HIP4328,00:55:25.4037,-51:49:57.493,M3V,,13.85,14.417,11.436,29.82,HIP4328_harps_all-data_v1.dat,HIP4328_harps_all-data_v1.csv
HIP43310,08:49:22.7661,-32:23:05.344,K4.5Vk:,,11.04,9.94,9.517000000000001,35.26,HIP43310_harps_all-data_v1.dat,HIP43310_harps_all-data_v1.csv
HIP43313,08:49:24.8289,-32:31:52.016,M0,,,,10.198,34.65,HIP43313_harps_all-data_v1.dat,HIP43313_harps_all-data_v1.csv
HIP4394,00:56:19.5933,-65:26:45.221,K5V,,11.11,10.13,9.792,53.8,HIP4394_harps_all-data_v1.dat,HIP4394_harps_all-data_v1.csv
HIP43973,08:57:16.8623,-09:27:46.970,G0,,10.17,9.51,9.34,61.2,HIP43973_harps_all-data_v1.dat,HIP43973_harps_all-data_v1.csv
HIP44376,09:02:19.8840,+08:28:06.539,M3.0Ve,,13.189,11.728,10.713,20.4,HIP44376_harps_all-data_v1.dat,HIP44376_harps_all-data_v1.csv
HIP4468,00:57:16.2699,-51:35:04.716,M0V,4131.6,12.17,10.76,10.181000000000001,30.87,HIP4468_harps_all-data_v1.dat,HIP4468_harps_all-data_v1.csv
HIP44899,09:08:52.1058,-34:50:33.737,K7Vk:,,11.664000000000001,10.305,9.712,23.78,HIP44899_harps_all-data_v1.dat,HIP44899_harps_all-data_v1.csv
HIP45301,09:13:59.6253,-27:31:12.410,K3.5V,4762.0,10.75,9.74,9.337,38.53,HIP45301_harps_all-data_v1.dat,HIP45301_harps_all-data_v1.csv
HIP46634,09:30:34.9989,+10:35:59.822,,5201.5,,,8.448,35.36,HIP46634_harps_all-data_v1.dat,HIP46634_harps_all-data_v1.csv
HIP46655,09:30:44.5850,+00:19:21.600,M3.5Ve,,13.298,11.71,10.494000000000002,9.9,HIP46655_harps_all-data_v1.dat,HIP46655_harps_all-data_v1.csv
HIP46933,09:33:56.1276,-39:35:39.951,K5Vk:,,11.43,10.25,9.775,34.94,HIP46933_harps_all-data_v1.dat,HIP46933_harps_all-data_v1.csv
HIP47,00:00:32.3981,-56:50:08.163,K3V,4474.1,11.86,10.75,10.283,45.13,HIP47_harps_all-data_v1.dat,HIP47_harps_all-data_v1.csv
HIP48762,09:56:45.9914,-12:16:13.328,K2.5Vk:,4904.1,10.78,9.91,9.647,48.74,HIP48762_harps_all-data_v1.dat,HIP48762_harps_all-data_v1.csv
HIP4877,01:02:41.6937,-61:34:18.701,,5125.2,10.91,9.916,9.718,58.2,HIP4877_harps_all-data_v1.dat,HIP4877_harps_all-data_v1.csv
HIP48953,09:59:11.3549,-09:11:00.257,K4Vk:,4593.7,10.9,9.95,9.479,33.06,HIP48953_harps_all-data_v1.dat,HIP48953_harps_all-data_v1.csv
HIP49067,10:00:47.7205,-09:31:00.042,K4:V,,10.94,9.874,9.503,41.38,HIP49067_harps_all-data_v1.dat,HIP49067_harps_all-data_v1.csv
HIP51073,10:26:07.6356,-17:58:42.688,K4/5V,,12.16,10.933,10.415,40.46,HIP51073_harps_all-data_v1.dat,HIP51073_harps_all-data_v1.csv
HIP5114,01:05:32.2000,-66:44:32.610,,,10.958,10.03,9.746,41.94,HIP5114_harps_all-data_v1.dat,HIP5114_harps_all-data_v1.csv
