#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-10-29T05:47:47 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5db7d26d1df0	
#INFO	-out.max=unlimited	
#INFO	queryParameters=11	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/558/A53&tab:{J/A+A/558/A53/notes}&key:source=J/A+A/558/A53/notes&HTTPPRM:&
#-source=J/A+A/558/A53/notes
#-order=I
#-out=MWSC
#-out=Name
#-out=flag
#-out=Type
#-out=n_Type
#-out=Note
#

#RESOURCE=yCat_35580053
#Name: J/A+A/558/A53
#Title: Milky Way global survey of star clusters. II. (Kharchenko+, 2013)
#Table	J_A_A_558_A53_notes:
#Name: J/A+A/558/A53/notes
#Title: Notes to MWSC objects
#Column	MWSC	(A4)	[1/3784] MWSC sequential number	[ucd=meta.record]
#Column	Name	(a17)	NGC, IC or other common designation	[ucd=meta.id]
#Column	flag	(A1)	[&:=-] Flag of confirmation/no confirmation (G5)	[ucd=meta.code.error]
#Column	Type	(A1)	[agmnrs] Object type (G1)	[ucd=src.class]
#Column	n_Type	(A1)	[oc] object/candidate	[ucd=meta.note]
#Column	Note	(a52)	Text of note	[ucd=meta.note]
MWSC	Name	flag	Type	n_Type	Note
3141	ASCC_103         	=	 	 	Teutsch_35; center is shifted to 19.6050h,+35.660d.
3142	FSR_0193         	=	r	o	
3143	NGC_6811         	=	 	 	Center is shifted to 19.6228h,+46.395d.
3144	Teutsch_27       	=	 	 	Distance has been strongly changed compared to Dias.
3145	FSR_0148         	=	 	 	
3146	Collinder_401    	:	 	 	Shows spatial concentration, but neither clear MED,
3146	Colli            	 	 	 	nor CMD; PMs in center are poor/absent due to
3146	Colli            	 	 	 	crowding.
3147	ASCC_104         	=	 	 	Nearby, sparse.
3148	Kronberger_3     	=	 	 	PMs in center are poor/absent due to crowding; poor
3148	Kronb            	 	 	 	RDP; WEBDA: May not be a true cluster.
3149	Saurer_5         	=	 	 	[SSW94]e; center is shifted to 19.6597h,+25.652d.
3150	NGC_6809         	=	g	o	M_55; PMs in center are poor/absent due to crowding.
3151	Kronberger_31    	=	 	 	
3152	FSR_0132         	=	 	 	Center is shifted to 19.6695h,+14.175d.
3153	BDSB_14          	:	 	 	Shows spatial concentration, but neither clear MED,
3153	BDSB_            	 	 	 	nor CMD; PMs in center are poor/absent due to
3153	BDSB_            	 	 	 	crowding.
3154	NGC_6815         	-	s	o	
3155	NGC_6819         	=	 	 	PMs in center are poor/absent due to crowding.
3156	Terzan_8         	=	g	o	
3157	ASCC_105         	=	 	 	Center is shifted to 19.6927h,+27.383d.
3158	Mandushev_1      	-	s	o	
3159	Skiff_J1942+38.6 	=	 	 	PMs in center are poor/absent due to crowding.
3160	Collinder_404    	-	 	 	No signature of a cluster (even concentration) is
3160	Colli            	 	 	 	observed.
3161	Czernik_40       	=	 	 	
3162	Teutsch_43       	=	 	 	
3163	NGC_6823         	=	 	 	PMs in center are poor/absent due to crowding.
3164	ASCC_106         	=	 	 	Alessi_44; center is shifted to 19.7220h,+1.620d.
3165	FSR_0332         	:	 	 	Shows neither clear CMD, nor RDP.
3166	FSR_0160         	=	 	 	
3167	Vul_OB1          	:	a	o	Multicenter association, pipeline is not applicable.
3168	Turner_9         	=	 	 	Nearby sparse; PMs in center are poor/absent due to
3168	Turne            	 	 	 	crowding; the brightest member is classical cepheid
3168	Turne            	 	 	 	SU_Cyg, F2Iab:, K=5.418, parallax 1.27 +/-0.86 mas
3168	Turne            	 	 	 	(d=787 pc).
3169	Roslund_1        	=	 	 	Center is shifted to 19.7520h,+17.510d; age has been
3169	Roslu            	 	 	 	changed compared to COCD.
3170	Kronberger_4     	=	 	 	Center is shifted to 19.7525h,+28.167d; distance and
3170	Kronb            	 	 	 	age have been strongly changed compared to Dias.
3171	Palomar_11       	=	g	o	
3172	Turner_8         	=	n	o	It is seen against dark nebula; very poor RDP;
3172	Turne            	 	 	 	center is shifted to 19.7558h,+27.828d.
3173	Roslund_2        	=	 	 	Center is shifted to 19.7545h,+23.900d
3174	Kronberger_5     	=	 	 	Dias: asterism; NKh: reddened cluster; center is
3174	Kronb            	 	 	 	shifted to 19.7650h,+27.850d.
3175	Sh2_87E          	&	 	 	Coincides with Dolidze_53.
3176	BDSB_158         	&	 	 	Clump in Dolidze_53.
3177	Dolidze_53       	=	 	 	Center is shifted to 19.7718h,+24.632d; strong and
3177	Dolid            	 	 	 	variable reddening; poor RDP.
3178	Sh2_88B          	=	n	o	It is contains nebulosity (HII ionised region)
3178	Sh2_8            	 	 	 	Sh2_88B; strong and variable reddening; poor RDP;
3178	Sh2_8            	 	 	 	center is shifted to 19.7800h,+25.172d.
3179	FSR_0085         	=	r	o	
3180	Teutsch_7        	=	 	 	
3181	FSR_0154         	=	 	 	
3182	FSR_0158         	=	 	 	Center is shifted to 19.8010h,+26.040d.
3183	NGC_6832         	=	r	o	
3184	Turner_1         	=	 	 	Distance and age have been strongly changed compared
3184	Turne            	 	 	 	to Dias.
3185	ASCC_107         	=	 	 	Age has been changed compared to COCD; center is
3185	ASCC_            	 	 	 	shifted to 19.8070h,+21.958d.
3186	NGC_6827         	=	 	 	PMs in center are poor/absent due to crowding;
3186	NGC_6            	 	 	 	overlaps with Dias_7.
3187	BDSB_15          	=	 	 	
3188	Dias_7           	=	 	 	Center is shifted to 19.8245h,+21.167d; overlaps
3188	Dias_            	 	 	 	with NGC_6827.
3189	Vul_OB4          	:	a	o	Large multicenter association, pipeline is not
3189	Vul_O            	 	 	 	applicable.
3190	NGC_6828         	=	 	 	Nearby; sparse.
3191	NGC_6830         	=	 	 	
3192	Czernik_41       	=	 	 	
3193	Saurer_6         	=	 	 	
3194	FSR_0182         	=	 	 	Center is shifted to 19.8625h,+33.535d.
3195	Dias_8           	=	r	c	Distance has been strongly changed compared to Dias.
3196	FSR_0143         	=	 	 	
3197	NGC_6834         	=	 	 	
3198	Harvard_20       	=	 	 	
3199	NGC_6837         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
3199	NGC_6            	 	 	 	cluster.
3200	NGC_6838         	=	g	o	M_71; PMs in center are poor/absent due to crowding.
3201	ASCC_108         	=	r	o	Poor RDP; center is shifted to 19.8970h,+39.400d.
3202	ASCC_109         	=	 	 	Nearby sparse; center is shifted to 19.9015h,
3202	ASCC_            	 	 	 	+34.545d.
3203	NGC_6839         	=	r	o	Dias: non-existent NGC/not found in DSS; NKh: old
3203	NGC_6            	 	 	 	remnant; center is shifted to 19.9110h,+17.870d.
3204	BDSB_16          	=	r	o	Strong and variable reddening; stars/PMs in center
3204	BDSB_            	 	 	 	are poor/absent due to crowding.
3205	NGC_6840         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
3205	NGC_6            	 	 	 	cluster.
3206	NGC_6843         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
3206	NGC_6            	 	 	 	cluster; center is shifted to 19.9365h,+12.182d.
3207	NGC_6846         	=	 	 	Center is shifted to 19.9406h,+32.355d; PMs in
3207	NGC_6            	 	 	 	center are poor/absent due to crowding.
3208	NGC_6847         	-	 	 	AH: Rich Milky Way.
3209	SAI_132          	=	 	 	
3210	FSR_0165         	=	 	 	
3211	Kronberger_52    	=	 	 	Reddening, distance and age have been strongly
3211	Kronb            	 	 	 	changed compared to Dias.
3212	Loiano_1         	=	r	o	Sparse; center is shifted to 19.9715h,+32.550d.
3213	Roslund_3        	=	 	 	Center is shifted to 19.9775h,+20.514d.
3214	BDSB_17          	:	 	 	Shows spatial concentration, but neither clear MED,
3214	BDSB_            	 	 	 	nor CMD; PMs in center are poor/absent due to
3214	BDSB_            	 	 	 	crowding.
3215	NGC_6856         	=	r	c	Sparse.
3216	Berkeley_49      	=	 	 	PMs in center are poor/absent due to crowding.
3217	Patchick_89      	=	r	o	Sparse.
3218	FSR_0172         	=	 	 	
3219	FSR_0163         	=	r	o	Sparse.
3220	Kronberger_68    	=	 	 	
3221	BDSB_18          	=	 	 	
3222	Toepler_1        	=	 	 	
3223	Berkeley_83      	=	 	 	Center is shifted to 20.0240h,+28.630d.
3224	FSR_0162         	=	 	 	Center is shifted to 20.0256h,+25.233d.
3225	K3_50B           	:	n	o	Not seen in 2MAst.
3226	NGC_6857         	:	n	o	Compact HII region; cluster not seen in 2MAst.
3227	Kronberger_69    	=	 	 	
3228	FSR_0188         	=	 	 	
3229	Teutsch_8        	=	 	 	Poor RDP; the brightest member B2(II).
3230	FSR_0198         	&	 	 	Duplicated by 3232_FSR_0198.
3231	Dolidze_36       	=	r	o	Poor RDP; center is shifted to 20.0410h,+42.165d.
3232	FSR_0198         	=	 	 	
3233	NGC_6858         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
3233	NGC_6            	 	 	 	cluster; strong and variable reddening.
3234	ASCC_110         	=	 	 	Nearby sparse.
3235	Dolidze_37       	=	 	 	Strong and variable reddening; center is shifted to
3235	Dolid            	 	 	 	20.0475 37.650.
3236	FSR_0241         	=	r	o	Center is shifted to 20.0485h,+46.195d.
3237	Kronberger_54    	=	 	 	PMs in center are poor/absent due to crowding;
3237	Kronb            	 	 	 	distance and age have been strongly changed
3237	Kronb            	 	 	 	compared to Dias.
3238	NGC_6859         	-	 	 	No signature of a cluster (even concentration) is
3238	NGC_6            	 	 	 	observed.
3239	NGC_6866         	=	 	 	
3240	Dias_11          	-	s	o	Dias: asterism; shows spatial concentration, but
3240	Dias_            	 	 	 	neither clear MED, RDP, nor CMD.
3241	Berkeley_84      	=	 	 	
3242	Alessi_10        	=	 	 	Age has been strongly changed compared to COCD.
3243	DB2001_4         	:	 	 	Shows weak spatial concentration, but neither clear
3243	DB200            	 	 	 	MED, nor CMD; probably clump in Roslund_4.
3244	FSR_0167         	=	 	 	Center is shifted to 20.0810h,+27.093d.
3245	IC_4955          	-	n	o	SIMBAD: HII (ionised) region; PMs are poor/absent
3245	IC_49            	 	 	 	due to crowding.
3246	Roslund_4        	=	n	o	Variable reddening; poor RDP; it is involved in or
3246	Roslu            	 	 	 	contains nebulosities IC_4955 and IC_4954.
3247	ESO_461-38       	=	r	c	Sparse.
3248	NGC_6863         	-	s	o	
3249	FSR_0136         	=	 	 	
3250	FSR_0190         	=	 	 	
3251	Dolidze_38       	=	 	 	Variable reddening; poor RDP; center is shifted to
3251	Dolid            	 	 	 	20.0980h,+41.195d; parameters have been changed
3251	Dolid            	 	 	 	compared to COCD.
3252	Dol-Dzim_10      	=	 	 	
3253	NGC_6871         	=	 	 	The brightest member WN5+O9.5I; PMs in center are
3253	NGC_6            	 	 	 	poor/absent due to crowding.
3254	NGC_6864         	=	g	o	M_75; PMs in center are poor/absent due to crowding.
3255	Kronberger_28    	=	 	 	Reddening and distance have been strongly changed
3255	Kronb            	 	 	 	compared to Dias.
3256	Cyg_OB3          	:	a	o	Large multicenter association, pipeline is not
3256	Cyg_O            	 	 	 	applicable.
3257	Basel_6          	=	 	 	Center is shifted to 20.1115h,+38.365d.
3258	FSR_0192         	=	 	 	
3259	IRAS_20050+2720C 	&	 	 	Clump in IRAS_20050+2720B; PMs are poor/absent due
3259	IRAS_            	 	 	 	to crowding.
3260	IRAS_20050+2720B 	:	 	 	Shows spatial concentration, but neither clear
3260	IRAS_            	 	 	 	MED, nor CMD; PMs are poor/absent due to crowding.
3261	IRAS_20050+2720A 	&	 	 	Clump in IRAS_20050+2720B; PMs are poor/absent due
3261	IRAS_            	 	 	 	to crowding.
3262	Biurakan_1       	=	 	 	Sparse.
3263	NGC_6873         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: old
3263	NGC_6            	 	 	 	cluster.
3264	FSR_0170         	=	 	 	
3265	FSR_0112         	=	r	o	
3266	FSR_0114         	:	 	 	Shows weak spatial concentration, but neither clear
3266	FSR_0            	 	 	 	RDP, MED, nor CMD.
3267	Biurakan_2       	=	 	 	
3268	Dolidze_1        	=	 	 	
3269	FSR_0189         	=	 	 	
3270	Dolidze_2        	=	 	 	
3271	IC_1311          	=	 	 	Center is shifted to 20.1799h,+41.178d; PMs in
3271	IC_13            	 	 	 	center are poor/absent due to crowding.
3272	Roslund_5        	=	 	 	
3273	Berkeley_50      	=	 	 	Center is shifted to 20.1680h,+34.970.
3274	ASCC_111         	=	a	c	B-association; 7 brightest members are B-stars;
3274	ASCC_            	 	 	 	center is shifted to 20.1850h,+37.465d.
3275	NGC_6883         	=	 	 	PMs in center are poor/absent due to crowding; poor
3275	NGC_6            	 	 	 	RDP.
3276	Ruprecht_172     	=	 	 	Very sparse; center is shifted to 20.1970h,+35.665d.
3277	Collinder_416    	&	 	 	Part of NGC_6885.
3278	NGC_6882         	=	 	 	Nearby sparse; stars/PMs in center are poor/absent
3278	NGC_6            	 	 	 	due to crowding; poor RDP; the brightest member
3278	NGC_6            	 	 	 	19_Vul, K3Iab:, K=2.405, parallax 2.31+/-0.31 mas
3278	NGC_6            	 	 	 	(d=433 pc).
3279	FSR_0174         	=	 	 	Very sparse; center is shifted to 20.1997h,+28.310d.
3280	Berkeley_51      	=	 	 	
3281	AH03_J2011+26.7  	&	 	 	Part of NGC_6882.
3282	NGC_6885         	=	 	 	PMs near bright star 20_Vul are poor/absent due to
3282	NGC_6            	 	 	 	crowding; poor RDP; reddening and distance have been
3282	NGC_6            	 	 	 	strongly changed compared to Dias.
3283	Kronberger_72    	=	 	 	PMs in center are poor/absent due to crowding.
3284	FSR_0178         	&	 	 	Duplicated by 3285_FSR_0178.
3285	FSR_0178         	=	 	 	
3286	FSR_0166         	=	 	 	
3287	Kronberger_73    	=	 	 	Center is shifted to 20.2295h,+36.749d.
3288	Berkeley_52      	=	 	 	
3289	Cyg_OB8          	:	a	o	Large multicenter association, pipeline is not
3289	Cyg_O            	 	 	 	applicable.
3290	FSR_0219         	=	 	 	Center is shifted to 20.2510h,+41.185d.
3291	Patchick_75      	=	 	 	
3292	Dolidze_3        	=	 	 	Center is shifted to 20.2570h,+36.815d.
3293	FSR_0259         	-	 	 	Not seen in 2MAst; stars and PMs are poor/absent
3293	FSR_0            	 	 	 	due to crowding.
3294	Dolidze_39       	=	 	 	Center is shifted to 20.2700h,+37.880d.
3295	ASCC_112         	=	 	 	Alessi-Teutsch_11; nearby sparse.
3296	NGC_6895         	=	r	o	Center is shifted to 20.2690h,+50.245d; Dias:
3296	NGC_6            	 	 	 	asterism; NKh: old cluster/remnant.
3297	IC_4996          	=	 	 	PMs in center are poor/absent due to crowding.
3298	FSR_0195         	=	 	 	
3299	Melotte_227      	=	r	o	Dias: asterism; NKh: old loose cluster; poor RDP.
3300	vdBergh_130      	=	 	 	Strong and variable reddening; PMs are poor/absent
3300	vdBer            	 	 	 	due to crowding.
3301	Feibelman_1      	=	 	 	P_Cyg cluster; Stars and PMs are poor/absent due to
3301	Feibe            	 	 	 	crowding.
3302	Dolidze_4        	&	 	 	Clump/coincides with Kronberger_74.
3303	Dolidze_40       	=	 	 	Center is shifted to 20.2990h,+37.875d; overlaps
3303	Dolid            	 	 	 	with Berkeley_85.
3304	Kronberger_74    	=	 	 	Center is shifted to 20.3010h,+36.760d.
3305	Collinder_419    	=	 	 	Center is shifted to 20.3020h,+40.725d; the
3305	Colli            	 	 	 	brightest member O9V with parallax 1.68+/-0.35 mas
3305	Colli            	 	 	 	(d=595 pc).
3306	FSR_0232         	=	r	c	Probably remnant or absorption hole.
3307	Teutsch_124      	=	 	 	
3308	Cyg_OB1          	:	a	o	Large multicenter association, pipeline is not
3308	Cyg_O            	 	 	 	applicable.
3309	Dolidze_41       	&	 	 	Coincides with Berkeley_85.
3310	FSR_0254         	=	 	 	Sparse; poor RDP.
3311	Berkeley_85      	=	 	 	Center is shifted to 20.3125h,+37.730d.
3312	FSR_0223         	=	 	 	Sparse; center is shifted to 20.3305h,+40.895d;
3312	FSR_0            	 	 	 	overlaps with FSR_0222.
3313	Dolidze_42       	=	 	 	Sparse; poor RDP.
3314	FSR_0222         	=	 	 	Sparse; overlaps with FSR_0223.
3315	Dolidze_5        	=	 	 	The brightest member is O9,5IV.
3316	Berkeley_86      	=	 	 	Center is shifted to 20.3368h,+38.690d.
3317	Cyg_V1685        	&	 	 	Probably central part of Dolidze_6; PMs are
3317	Cyg_V            	 	 	 	poor/absent due to crowding; star V1685 Cyg has
3317	Cyg_V            	 	 	 	parallax 12.58+/-2.85mas (d=79 pc).
3318	Dolidze_6        	:	 	 	Shows spatial concentration, but neither clear
3318	Dolid            	 	 	 	MED, nor CMD; PMs are poor/absent due to crowding.
3319	IRAS_20188+3928  	:	 	 	Strong and variable reddening; not seen in 2MAst;
3319	IRAS_            	 	 	 	PMs are poor/absent due to crowding.
3320	Kronberger_58    	:	 	 	Shows spatial concentration, but neither clear
3320	Kronb            	 	 	 	MED, nor CMD; PMs are poor/absent due to crowding.
3321	Alessi_11        	=	r	o	Sparse; center is shifted to 20.3545h,+18.390h.
3322	Cyg_OB9          	:	a	o	Large multicenter association, pipeline is not
3322	Cyg_O            	 	 	 	applicable.
3323	Berkeley_88      	=	 	 	Center is shifted to 20.3555h,+48.140d; strong and
3323	Berke            	 	 	 	variable reddening; PMs in center are poor/absent
3323	Berke            	 	 	 	due to crowding.
3324	Dolidze_43       	-	s	o	
3325	Berkeley_87      	=	 	 	Center is shifted to 20.3605h,+37.405d: distance and
3325	Berke            	 	 	 	age have been strongly changed compared to WEBDA.
3326	NGC_6904         	=	 	 	Dias: non-existent NGC/not found in DSS; NKh: young
3326	NGC_6            	 	 	 	reddened cluster.
3327	NGC_6910         	=	 	 	
3328	Collinder_421    	=	 	 	Sparse; poor RDP; reddening has been strongly
3328	Colli            	 	 	 	changed compared to COCD.
3329	NGC_6913         	=	 	 	M_29
3330	Kronberger_57    	=	 	 	PMs in center are poor/absent due to crowding.
3331	BDSB_20          	&	 	 	Coincides with Dolidze_8.
3332	Dolidze_8        	=	r	o	Center is shifted to 20.4085h,+42.270d.
3333	Berkeley_89      	=	 	 	Center is shifted to 20.4075h,+46.045d.
3334	FSR_0239         	:	 	 	Shows spatial concentration, but neither clear MED,
3334	FSR_0            	 	 	 	nor CMD; probably it is absorption hole.
3335	FSR_0224         	=	 	 	PMs in center are poor/absent due to crowding.
3336	G_76.2-0.3       	=	 	 	
3337	Dolidze_9        	=	 	 	Sparse; center is shifted to 20.4280h,+41.953d.
3338	Dolidze_10       	-	 	 	No signature of a cluster (even concentration) is
3338	Dolid            	 	 	 	observed.
3339	Dolidze_11       	=	 	 	Sparse; poor RDP.
3340	FSR_0210         	=	 	 	
3341	ESO_026-02       	=	 	 	
3342	FSR_0213         	=	 	 	
3343	DB2001_7         	=	r	o	
3344	Sh2_106          	:	n	o	Very strong reddening.
3345	Teutsch_30       	=	 	 	PMs in center are poor/absent due to crowding.
3346	IRAS_20264+4042  	=	 	 	Strong and variable reddening; center is shifted to
3346	IRAS_            	 	 	 	20.4705h,+40.885d.
3347	Teutsch_28       	=	 	 	Parameters have been strongly changed compared to
3347	Teuts            	 	 	 	Dias.
3348	Roslund_6        	=	m	o	Sparse; poor RDP; center is shifted to 20.4760h,
3348	Roslu            	 	 	 	+39.205d.
3349	FSR_0227         	=	 	 	Sparse; poor RDP.
3350	BDSB_159         	:	 	 	Shows spatial concentration, but neither clear MED,
3350	BDSB_            	 	 	 	nor CMD.
3351	DB2001_6         	:	 	 	Shows weak spatial concentration, but neither clear
3351	DB200            	 	 	 	MED, nor CMD.
3352	Dolidze_44       	=	r	o	Center is shifted to 20.4965h,+41.635d.
3353	IRAS_20286+4105  	=	 	 	PMs in center are poor/absent due to crowding.
3354	Wit_4            	=	 	 	Sparse; center is shifted to 20.5035h,+44.335d.
3355	FSR_0278         	=	r	o	Sparse.
3356	FSR_0128         	=	r	o	Sparse.
3357	NGC_6939         	=	 	 	
3358	DB2001_8         	:	 	 	Shows spatial concentration, but neither clear MED,
3358	DB200            	 	 	 	nor CMD; PMs are poor/absent due to crowding.
3359	DB2001-21        	:	 	 	Strong and variable reddening; shows neither clear
3359	DB200            	 	 	 	MED, CMD, nor RDP.
3360	IRAS_20306+3841  	:	 	 	Shows spatial concentration, but neither clear MED,
3360	IRAS_            	 	 	 	nor CMD; PMs are poor/absent due to crowding.
3361	IRAS_20306+4005  	=	 	 	Strong and variable reddening.
3362	FSR_0236         	=	 	 	Overlaps with Cyg_OB2.
3363	Bica_1           	&	 	 	Clump inside of Cyg_OB2.
3364	Cyg_OB2          	=	a	o	
3365	Bica_2           	&	 	 	Cental part of Cyg_OB2.
3366	FSR_0260         	=	r	c	Sparse.
3367	Kronberger_59    	=	 	 	Center is shifted to 20.5639h,+40.115d.
3368	G_80.35+0.72     	=	 	 	
3369	NGC_6934         	=	g	o	PMs in center are poor/absent due to crowding.
3370	NGC_6940         	=	 	 	
3371	FSR_0276         	:	 	 	Shows weak spatial concentration, but neither clear
3371	FSR_0            	 	 	 	MED, CMD, nor RDP.
3372	NGC_6938         	=	r	o	Dias: non-existent NGC/not found in DSS; NKh: old
3372	NGC_6            	 	 	 	cluster.
3373	FSR_0238         	=	 	 	
3374	FSR_0247         	:	 	 	Shows weak spatial concentration, but neither clear
3374	FSR_0            	 	 	 	MED, CMD, nor RDP.
3375	DR_18            	:	 	 	Shows weak spatial concentration, but neither clear
