TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr).1,Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
349647697,349647697.01,,,,,,,,,PC,,8.6006,0.006,112.15521299999999,-64.63653000000001,2.4419999999999997,0.049,6.946000000000001,0.044000000000000004,2458326.2753,,0.5770833000000001,,132.95553999999998,,115255.67847471901,,1.0,,,,,,,,,,48.452089300427396,,,,,,,,,,,,,,,,,,,,170.605,0.7835,7266.0,135.03,4.19995,0.0815405,1.6845299999999999,0.0636683,2019-09-07 00:06:51,lipponen,,5555,sector1
349647697,349647697.02,,,,,,,,,PC,,8.6006,0.006,112.15521299999999,-64.63653000000001,2.4419999999999997,0.049,6.946000000000001,0.044000000000000004,2458326.5572,,0.5826389,,4.1953949999999995,,3856.6456647256896,,1.06666666666667,,,,,,,,,,8.863111498316222,,,,,,,,,,,,,,,,,,,,170.605,0.7835,7266.0,135.03,4.19995,0.0815405,1.6845299999999999,0.0636683,2019-09-07 00:06:51,lipponen,,5555,sector1
349789882,349789882.01,,,,,,,,,PC,,11.3908,0.006,113.362847,-62.485985,-7.391,0.168,11.417,0.172,2458319.5939,0.0033,10.01781,0.00015,2.220428,,2043.0,,0.10099999999999999,0.006999999999999999,85.43,0.46,0.98,0.07,0.051,0.028999999999999998,12.27,1.49,11.29,7.21,,,,,,,0.35,0.16,,,,,,,,,,,619.711,32.4865,6679.0,138.44799999999998,3.9737400000000003,0.0980081,2.02663,0.144699,2020-08-10 07:20:18,montalto,,29519,"new CTOI, Montalto et al. (2020)"
349793830,349793830.01,,,,,,,,,PC,,9.0875,0.006,143.45509099999998,24.262646,-166.389,0.075,-46.628,0.059000000000000004,2458874.769,,,,0.760281,,700.0,,5.5920000000000005,,,,,,,,,,2.8276,,,,,,,,,,,,,,,,,,,,82.0713,0.34445,5470.0,104.96799999999999,4.439830000000001,0.0708005,0.9778120000000001,0.0441708,2020-10-27 04:07:54,steuer,,36573,Found with our in-house single transit finder; transit finder output attached under 'Files'
349813029,349813029.01,,,,,,,,,PC,,14.123,0.008,283.13903500000004,20.852468,0.157,0.048,-0.8290000000000001,0.054000000000000006,2459013.59854165,0.00403091,7.7383619999999995,0.00335437,40.370703000000006,20.318489000000003,36500.0,18540.0,3.7710000000000004,0.285,,,0.395,0.223,0.17670999999999998,0.01143,17.14,2.14,17.99,4.57,,,,,,,,,,,,,,,,,,,693.187,17.4645,5485.0,124.0,4.48378,,0.9295610000000001,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,CM,7.2e+08yr. Rp=(0.84-2.38)Rj. b=0.00-0.72 (3-97HDI)."
349832804,349832804.01,,,,,,,,,PC,,13.7025,0.006,113.6442,-64.924974,-5.688,0.035,35.952,0.031,2458335.2914,0.0013,1.0414,2e-05,11.131376,0.543004,10200.0,500.0,0.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.663,3.125,5226.0,122.0,4.60504,,0.778413,,2019-04-23 14:05:21,feinstein,,3348,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
349972412,349972412.01,4504.01,,,,,,,,PC,,12.5542,0.006,114.467307,-62.078278000000005,-8.658,0.026000000000000002,-8.318999999999999,0.03,2458401.3977906,0.00548175,81.8346,0.0056273,9.487235,1.086279,8700.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.605,1.7069999999999999,5271.0,130.36,4.42694,0.0814877,0.9609190000000001,0.054834100000000004,2020-10-02 12:58:33,brahm,tfopwg,36188,Warm Jupiter
350190639,350190639.01,,,,,,,,,PC,,11.794,0.019,355.046448,-62.407752,-8.658,0.026000000000000002,-8.318999999999999,0.03,2458328.245,,1.863889,,3343.8134609999997,,954029.988154229,,1.76666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-05-25 09:17:28,lipponen,,3787,sector1
350274116,350274116.01,,,,,,,,,PC,,8.9027,0.006,356.749815,-64.8165,-104.89399999999999,0.043,-3.0189999999999997,0.042,2458343.8004,0.0285,,,1.654684,0.0066560000000000005,1522.86,6.13,5.07,1.62,,,,,,,,,5.0,0.01,,,,,,,,,,,,,,,,,,,111.807,0.3405,6208.0,132.225,4.37588,0.0850478,1.17183,0.052236199999999997,2021-06-16 09:18:55,steuer,,97777,Found with our in-house single transit finder
350335633,350335633.01,,,,,,,,,PC,,13.0502,0.006,84.364672,-59.022518000000005,4.5680000000000005,0.022000000000000002,4.785,0.026000000000000002,2458326.926446,,2.388819,,3.2898739999999997,,3025.5,,3.6139,,,,0.8440000000000001,,0.05885,,,,8.966791393035368,,,,,,,,,,,,,,,,,,,,969.308,11.328,6396.0,123.0,4.19723,,1.49288,,2021-02-08 16:07:01,olmschenk,,94075,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
350432166,350432166.01,,,,,,,,,PC,,11.2822,0.006,84.885928,-59.005736,-1.453,0.04,7.097,0.043,2458315.4519,0.0078,35.78601,0.0012,1.522183,,1401.0,,0.307,0.013000000000000001,89.31,0.28,0.42,0.09,0.037000000000000005,0.006999999999999999,35.09,1.57,7.69,1.91,,,,,,,0.64,0.17,,,,,,,,,,,511.417,5.263,6218.93,128.887,3.9584300000000003,0.0873323,1.90288,0.0925125,2020-08-10 07:20:18,montalto,,29511,"new CTOI, Montalto et al. (2020)"
350479101,350479101.01,,,,,,,,,PC,,9.2823,0.006,85.794484,-59.144732,2.056,0.043,2.6639999999999997,0.045,2458336.81,,,,3701.0241340000002,,966918.107486477,,4.43333333333333,,,,,,,,,,37.092689976989796,,,,,,,,,,,,,,,,,,,,230.356,1.1585,6662.6,122.03399999999999,4.05219,0.0890496,1.8516,0.0828139,2019-05-25 09:17:28,lipponen,,3787,sector1
350479101,350479101.02,,,,,,,,,PC,,9.2823,0.006,85.794484,-59.144732,2.056,0.043,2.6639999999999997,0.045,2458330.7828,,11.92292,,3532.2153829999997,,961353.172678304,,4.4,,,,,,,,,,40.0912945531134,,,,,,,,,,,,,,,,,,,,230.356,1.1585,6662.6,122.03399999999999,4.05219,0.0890496,1.8516,0.0828139,2019-05-25 09:17:28,lipponen,,3787,sector1
350480660,350480660.01,,,,,,,,,PC,,11.3075,0.006,85.964474,-57.163408999999994,2.9560000000000004,0.040999999999999995,21.555,0.04,2459038.07,,4.463,0.015,28.884981,,26253.28,,3.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.143,2.001,6100.75,111.381,4.32651,0.0810653,1.21935,0.051904599999999995,2020-10-07 22:14:08,rao,,36276,Vetted with DAVE
350517548,350517548.01,,,,,,,,,PC,,12.0077,0.006,177.62005200000002,7.551014,-3.529,0.08,-58.891999999999996,0.052000000000000005,2459569.972,0.04,,,8.140894,1.042807,7470.0,960.0,5.867000000000001,2.1630000000000003,,,,,,,,,7.486000000000001,0.467,,,,,,,,,,,,,,,,,,,132.616,0.9890000000000001,4111.79,130.52100000000002,4.44878,0.11420699999999999,0.792663,0.0797713,2022-02-04 08:34:24,vogl,,107730,Found with our in-house single transit finder; Sector 46
350814622,350814622.01,,,,,,,,,PC,,11.7266,0.006,285.615449,50.135771000000005,6.002999999999999,0.039,4.672,0.043,2458684.495295376,,3.213198754863257,,0.635977,,585.5848651960588,,4.295976950688708,,,,0.5982758834342984,,0.024198860824345816,,,,,,,,,,,,,,,,,,,,,,,,487.916,5.8295,5772.0,103.434,4.0452699999999995,0.070765,1.59521,0.068191,2020-07-14 13:40:48,wilson,,28551,Kepler confirmed planet KOI-7.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)
350844139,350844139.01,,,,,,,,,PC,,12.2112,0.006,90.030008,-57.323356999999994,-10.145,0.087,0.028999999999999998,0.08199999999999999,2458335.527,0.0025,0.5709,0.0001,4.133657,0.217169,3800.0,200.0,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.83,14.8115,6661.0,133.189,4.40916,0.0875641,1.22325,0.05804019999999999,2019-04-23 13:57:21,feinstein,,3345,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
350930938,350930938.01,,,,,,,,,PC,,13.1637,0.006,90.669737,-54.836330000000004,0.84,0.033,3.18,0.031,2458335.5272,0.0026,2.6489,0.0013,28.268244,0.9776030000000001,25700.0,900.0,3.8089999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.12,17.96,6207.0,122.0,4.0635699999999995,,1.6789,,2019-04-23 13:58:43,feinstein,,3346,"Feinstein, A.~D., Montet, B.~T., Foreman-Mackey, D., et al.\ 2019, arXiv e-prints , arXiv:1903.09152."
352915304,352915304.01,,,,,,,,,PC,,10.9457,0.006,313.796231,62.776,64.9,0.053,151.99,0.049,2458979.995,0.005,3.4929,0.0005,1.542841,0.054288,1420.0,50.0,6.3106,,,,,,,,,,2.9539999999999997,0.052000000000000005,,,,,,,,,0.04188,0.0017,,,,,,,,,113.26799999999999,0.268,4906.0,128.996,4.63066,0.0918669,0.7178979999999999,0.0478342,2020-07-01 18:25:31,deen,,19874,"very good, reliable signal."
353077789,353077789.01,,,,,,,,,PC,,10.8163,0.011000000000000001,22.362060999999997,68.385364,-2.665,0.059000000000000004,-1.6480000000000001,0.059000000000000004,2458812.49757361,,1.84,,0.001029,,0.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.113,17.488,9372.0,205.06799999999998,3.99192,0.0676148,2.57848,0.09093480000000001,2022-08-02 05:26:31,vanes,,418153,Short scale periodic object. 10 possible transits observed
353960022,353960022.01,,,,,,,,,PC,,13.4593,0.023,62.377542000000005,47.556647999999996,-0.47600000000000003,0.049,-2.101,0.036000000000000004,2458819.195064,,3.921365,,19.737865,,18015.0,,4.4303,,,,0.618,,0.12921,,,,21.57995976063859,,,,,,,,,,,,,,,,,,,,915.507,23.8425,6574.32,207.97,4.23875,,1.47238,,2021-02-08 16:07:01,olmschenk,,94076,Identification and vetting detailed in https://arxiv.org/abs/2101.10919.
354518617,354518617.01,2540.01,,,,,,,,PC,,8.2731,0.006,82.558548,-42.697946,33.698,0.048,-143.69799999999998,0.053,2458480.943574494,0.0010881146999963676,12.7187363001,3.6255699999543374e-05,1.102768,0.039523,1015.1711895307016,36.40148752249951,2.8878584905303306,0.04279285810755473,88.9746665385,0.044080948000001285,0.5303361776018239,0.021972773045538685,0.031903761600000004,0.0005706516999999939,29.78322912543016,0.0005585942498598229,3.478237005116936,0.06292969368231027,,,,,,,,,,,,,,,,,,,19.1419,0.0111,4023.0,125.035,4.5969,0.12054300000000001,0.661076,0.0674925,2021-02-14 15:24:55,zhou,,94376,"3 transits observed in total, 2 in Sector 33 and 1 in Sector 6"
354518617,354518617.02,2540.02,,,,,,,,PC,,8.2731,0.006,82.558548,-42.697946,33.698,0.048,-143.69799999999998,0.053,2458472.3551993384,0.001381239500005904,22.7513102679,5.6857099998808274e-05,1.108175,0.041672,1020.1463780246839,38.38062803228999,3.2551540140583723,0.04180913715023493,89.1847940037,0.018104826600009002,0.6240327236709783,0.014824522676796126,0.0318861762,0.0006035728999999947,43.888095279169825,7.782466845185354e-05,3.486749724250509,0.06621921982420309,,,,,,,,,,,,,,,,,,,19.1419,0.0111,4023.0,125.035,4.5969,0.12054300000000001,0.661076,0.0674925,2021-02-14 15:28:17,zhou,,94377,"2 Transits seen, 1 in Sector 6 and 1 in Sector 33. Other period aliases are possible, P=22.75 is the most likely alias."
354846183,354846183.01,,,,,,,,,PC,,10.4547,0.006,300.559621,-39.506572,-16.049,0.066,-4.506,0.042,2458044.5519999997,,,,3.087878,,2840.0,,7.272,,,,,,0.053,,,,14.6,,,,,,,,,,,,,,,,,,,,445.903,7.7775,6002.0,131.59799999999998,3.6802300000000003,0.0791407,2.52105,0.122563,2020-09-30 00:04:49,steuer,,36158,Found with our in-house single transit finder; transit finder output attached under 'Files'; Very large radius
355446093,355446093.01,2314.01,,,,,,,,PC,,11.7493,0.006,350.869745,-52.175942,-13.687999999999999,0.034,-3.248,0.038,2458313.9772,0.0021,15.94421,,4.031213,,3706.0,,0.161,0.01,89.89,0.0,0.06,0.18,0.059000000000000004,0.008,33.3,0.86,9.98,1.87,,,,,,,2.75,0.64,,,,,,,,,,,540.268,9.0505,6140.0,129.969,4.1216800000000005,0.08594760000000001,1.55033,0.0736382,2020-08-10 07:20:18,montalto,,29496,"new CTOI, Montalto et al. (2020)"
355601117,355601117.01,,,,,,,,,PC,,11.2088,0.006,357.66855499999997,-57.505976000000004,2.075,0.04,-1.284,0.045,2458326.5437,,4.156944,,5413.9776950000005,,993170.18528327,,4.36666666666667,,,,,,,,,,22.985729187091604,,,,,,,,,,,,,,,,,,,,585.057,10.1175,5831.0,135.46,3.71435,0.0795714,2.35751,0.126985,2019-05-25 09:17:28,lipponen,,3787,sector1
355601117,355601117.02,,,,,,,,,PC,,11.2088,0.006,357.66855499999997,-57.505976000000004,2.075,0.04,-1.284,0.045,2458328.6298,,4.15,,3381.4593950000003,,955596.5983259459,,5.2,,,,,,,,,,58.608680730513896,,,,,,,,,,,,,,,,,,,,585.057,10.1175,5831.0,135.46,3.71435,0.0795714,2.35751,0.126985,2019-05-25 09:17:28,lipponen,,3787,sector1
355640518,355640518.01,,,,,,,,,PC,,14.4907,0.006999999999999999,79.929125,48.135896,7.656000000000001,0.113,-41.495,0.10300000000000001,2458817.08797554,0.00076346,0.84968219,4.742e-05,80.814212,50.901469,71730.0,45800.0,1.328,0.094,,,0.556,0.265,0.27118000000000003,0.0601,5.55,0.69,20.21,6.45,,,,,,,,,,,,,,,,,,,229.36700000000002,3.6485,3493.0,122.0,4.4319999999999995,,0.679269,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,PMS?,2.1e+07yr. Wrn: mean(R)=1.062. Rp=(0.73-2.81)Rj. b=0.00-0.89 (3-97HDI)."
355867695,355867695.03,1260.03,,,,,,,,PC,,10.8116,0.006,157.144071,65.854199,-177.236,0.037000000000000005,-81.77199999999999,0.044000000000000004,2458879.319279,,,,1.7385689999999998,,1600.0,,3.666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5977,0.1604,4225.0,135.54399999999998,4.5756,0.1122,0.693431,0.0690804,2020-03-15 08:23:48,holstkristiansen,,18099,"Potential monotransit, P > 18 days"
355881602,355881602.01,,,,,,,,,PC,,12.0518,0.006999999999999999,138.14673100000002,-53.531653000000006,-35.775,0.044000000000000004,50.958999999999996,0.045,2459302.925,0.003,,,8.578545,0.8689370000000001,7870.0,800.0,4.2,0.2,,,,,,,,,5.1,0.3,,,,,,,,,,,,,,,,,,,77.0909,0.13555,3736.0,157.0,4.71367,0.00911764,0.527221,0.0157736,2021-10-14 03:33:57,eisner,,100853,PHT candidate. Single transit event.
355895977,355895977.01,,,,,,,,,PC,,11.7085,0.006,190.769321,61.601738,-14.232999999999999,0.044000000000000004,-40.079,0.038,,,10.579,0.005,0.9776030000000001,0.108579,900.0,100.0,4.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.99099999999999,0.9045,5164.0,121.71799999999999,4.61221,0.0840312,0.765045,0.0448845,2021-01-26 11:38:56,grunblatt,,93699,potential hot sub-Neptune around dwarf star
356015361,356015361.01,,,,,,,,,PC,,9.90455,0.006,254.250273,68.589985,5.313,0.036000000000000004,29.945999999999998,0.047,2458770.45,,11.2723,0.1432,3.5113190000000003,,3228.8206,,3.7875,,,,,,,,,,11.749,,,,,,,,,,,,,,,,,,,,226.63099999999997,1.119,5570.0,124.70200000000001,3.91192,0.07575130000000001,1.81699,0.0901958,2020-02-28 05:32:24,steuer,,16912,Found with our in-house transit finder; boxfitting and transit finder output attached under 'Files'
356240333,356240333.01,,,,,,,,,PC,,9.8546,0.006,267.606871,50.187595,-77.03699999999999,0.171,-36.7,0.183,2459029.586,,0.0,,0.45610500000000004,,420.0,,9.744,,,,,,0.020493900000000002,,,,1.89831,,,,,,,,,,,,,,,,,,,,98.1489,0.8272,5370.0,125.62700000000001,4.550330000000001,0.08295939999999999,0.847441,0.0471407,2020-08-25 03:26:14,steuer,,33602,Found with our in-house single transit finder; transit finder output attached under 'Files'
356451765,356451765.01,,,,,,,,,PC,,12.5147,0.006,134.29186299999998,-62.325179000000006,-4.048,0.035,7.734,0.032,2458546.47,,3.36,,0.002682,,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.941,3.3415,6168.0,134.475,4.49594,0.08030330000000001,1.01626,0.046899500000000004,2021-01-10 08:08:35,chiarello,,93112,All info obtained using the LightKurve framework
356632361,356632361.01,,,,,,,,,PC,,10.4776,0.006,232.313929,64.926867,-29.087,0.06,51.785,0.055,2458683.424,,2.6113,,,,,,,,,,,,,,,,8.7222,,,,,,,,,,,,,,,,,,,,202.80900000000003,1.0075,6039.0,120.85,4.4242,0.0774444,1.07629,0.0494472,2021-09-01 14:51:57,rowland,,99615,https://github.com/deerow22/EscapeEarth/blob/main/project-EE/TICID_356632361.ipynb
356700488,356700488.01,2098.01,,,,,,,,PC,,8.20773,0.006,254.45564900000002,68.69958100000001,13.667,0.06,-20.541999999999998,0.077,2458756.65,,0.0,,0.434381,0.108579,400.0,100.0,9.0,2.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,148.944,0.669,7788.0,126.105,4.3257699999999994,0.074527,1.54578,0.0435377,2020-03-06 01:53:07,eisner,tfopwg,17974,Planet Hunters TESS candidate. Single transit event.
356710041,356710041.01,2065.01,,,,,,,,PC,,9.0024,0.006999999999999999,192.57726499999998,26.159536,12.582,0.055,2.659,0.039,2458932.29,0.05,0.0,,2.717739,0.543004,2500.0,500.0,12.0,,,,,,,,,,10.0,2.0,,,,,,,,,,,,,,,,,,,234.294,2.1745,5701.43,118.15,3.5659699999999996,0.0743608,2.75645,0.13196,2020-06-22 02:13:37,eisner,,19752,Planet Hunters TESS candidate. Single transit event.
356868485,356868485.01,,,,,,,,,PC,,11.3073,0.008,275.82326,69.863323,4.8260000000000005,0.043,27.211,0.05,2459441.776,0.012,,,10.024047,0.41265799999999997,9190.0,380.0,9.0,0.6409999999999999,,,,,,,,,12.655999999999999,0.259,,,,,,,,,,,,,,,,,,,343.115,2.8885,6218.0,131.50799999999998,4.35311,0.08536210000000001,1.20801,0.056392,2021-10-04 07:12:30,vogl,,100310,Found with our in-house single transit finder; Sector 41
356919658,356919658.01,1863.01,,,,,,,,PC,,11.2542,0.006999999999999999,273.58072799999997,57.992976,-4.935,0.036000000000000004,20.049,0.048,2458683.93,,1.426,,1.538492,,1416.0,,2.07,,,,,,,,,,5.42,,,,,,,,,,,,,,,,,,,,383.43199999999996,3.0235,6404.0,125.891,4.3079,0.0823967,1.31941,0.0594573,2020-04-01 15:11:51,kruse,,18582,Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE
356973763,356973763.01,,,,,,,,,PC,,11.609000000000002,0.031,314.406518,44.579837,-4.376,0.047,-6.9,0.047,2458720.49983,0.24119000000000002,10.02495,0.24065999999999999,11.901691,,10902.0,,4.8,1.1,84.5,1.0,0.922,0.135,0.10400000000000001,0.065,,,30.3,19.7,,,,,,,,,0.1182,0.0022,,,,,,,,,838.257,18.7445,9305.0,421.659,3.9499699999999995,0.0784431,2.69468,0.0989448,2021-09-07 08:21:56,nardiello,,99722,"new CTOI likely member of NGC 6997, PATHOS-70 in Nardiello et al. (2021)"
357033670,357033670.01,,,,,,,,,PC,,11.5612,0.006,274.09945899999997,55.553830000000005,-1.7,4.2,-1.3,4.3,2458783.9752,0.0048,,,14.834320000000002,7.187425,13570.0,6598.0,7.8,,,,,,,,,,15.7446,,,,,,,,,,,,,,,,,,,,419.316,,6170.26,,,,1.2396399999999999,,2022-04-28 22:03:58,dragomir,tfopwg,415368,single transit event from the TSTPC working group
357094314,357094314.01,,,,,,,,,PC,,14.5685,0.02,314.316171,47.464385,5.686,0.057999999999999996,8.372,0.05,2458714.07155544,0.00419847,4.47916269,0.00154806,70.848026,54.08071999999999,63170.0,48590.0,3.798,0.318,,,0.534,0.289,0.25856999999999997,0.07047,10.07,1.39,21.07,8.1,,,,,,,,,,,,,,,,,,,562.611,10.6815,5135.0,122.0,4.65304,,0.728237,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,CM,1.4e+09yr,MissingRot?. Wrn: mean(R)=1.013. Rp=(0.78-3.40)Rj. b=0.00-1.00 (3-97HDI)."
357786383,357786383.01,,,,,,,,,PC,,11.2005,0.006,328.28398599999997,44.801331,77.59,0.04,30.182,0.043,2458760.1759,0.0043,,,7.4574169999999995,0.989556,6845.0,911.0,5.4,,,,,,,,,,6.3125,0.7139,,,,,,,,,,,,,,,,,,,90.9162,0.2196,4252.0,124.546,4.56188,0.107174,0.7044779999999999,0.0640201,2022-04-28 22:03:58,dragomir,tfopwg,415357,single transit event from the TSTPC working group
358086041,358086041.01,,,,,,,,,PC,,11.7973,0.006999999999999999,120.784939,16.386892,43.093999999999994,0.105,-53.085,0.06,2459500.72295,,1.5092275,0.0005394999999999999,1.528489,0.140178,1406.8,129.1,1.548,0.285,,,0.098,0.098,,,,,1.567,0.124,,,74.92,,750.0,,,,0.01936,,,,,,,,,,48.6445,0.15855,3595.0,157.0,4.80767,0.00464172,0.420836,0.0125455,2022-01-02 15:20:50,spencer,,104044,Slightly v-shaped
358457398,358457398.01,,,,,,,,,PC,,11.3587,0.006999999999999999,60.245072,-77.89743299999999,4.19,0.037000000000000005,20.382,0.035,2458326.0609999998,,2.268056,,1978.913712,,838402.54563507,,6.23333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.124,4.7545,5595.38,138.286,3.79224,0.0873058,2.09282,0.122447,2019-05-25 09:17:28,lipponen,,3787,sector1
358457398,358457398.02,,,,,,,,,PC,,11.3587,0.006999999999999999,60.245072,-77.89743299999999,4.19,0.037000000000000005,20.382,0.035,2458327.193,,2.265972,,948.7006779999999,,582631.441881899,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.124,4.7545,5595.38,138.286,3.79224,0.0873058,2.09282,0.122447,2019-05-25 09:17:28,lipponen,,3787,sector1
358487062,358487062.01,,,,,,,,,PC,,8.1246,0.006,87.628535,23.460910000000002,-144.641,0.11900000000000001,-231.327,0.091,2459501.07375,0.002437,5.5023945,0.0014585000000000002,0.48076199999999997,0.001846,442.7,1.7,2.9210000000000003,0.255,,,0.21100000000000002,0.21100000000000002,,,,,1.659,0.12,,,161.3,,908.0,,,,0.057370000000000004,,,,,,,,,,41.0433,0.11555,5386.05,131.967,4.61342,0.083813,0.788072,0.0456031,2021-12-19 15:43:04,spencer,,103651,Super-Earth around a bright star
358576949,358576949.01,,,,,,,,,PC,,11.0021,0.006,38.752691999999996,-63.055918000000005,6.992000000000001,0.053,7.905,0.04,2459091.039,,22.6,,13.379107000000001,0.027795,12247.0,,5.2301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.154,5.117,6905.0,132.00799999999998,4.23365,0.0903209,1.54972,0.0654849,2020-11-30 19:23:37,gsun,,52246,newCTOI
358576949,358576949.02,,,,,,,,,PC,,11.0021,0.006,38.752691999999996,-63.055918000000005,6.992000000000001,0.053,7.905,0.04,2459083.306,,22.6,,10.583052,0.027795,9700.0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.154,5.117,6905.0,132.00799999999998,4.23365,0.0903209,1.54972,0.0654849,2020-11-30 19:23:37,gsun,,52247,newCTOI
358579111,358579111.01,2333.01,,,,,,,,PC,,12.3462,0.006,54.221382999999996,-60.061476,-0.41200000000000003,0.040999999999999995,-4.213,0.047,2458344.5417,0.0044,14.220279999999999,0.0011300000000000001,3.194588,,2938.0,,0.295,0.015,88.58,0.43,0.37,0.15,0.051,0.005,15.05,0.62,10.21,1.61,,,,,,,0.32,0.09,,,,,,,,,,,817.8739999999999,16.175,6115.0,128.576,3.9719300000000004,0.0851405,1.8340900000000002,0.09355010000000001,2020-08-10 07:20:18,montalto,,29516,"new CTOI, Montalto et al. (2020)"
358658763,358658763.01,,,,,,,,,PC,,11.1807,0.006999999999999999,149.256912,16.388123,23.835,0.109,-27.217,0.115,2459536.931,0.005,,,3.8285339999999994,0.086862,3520.0,80.0,2.467,0.49200000000000005,,,,,,,,,7.28,0.078,,,,,,,,,,,,,,,,,,,291.725,6.8565,6115.2,101.91,4.3985,0.0753867,1.12237,0.05351759999999999,2022-01-17 09:25:12,vogl,,107302,Found with our in-house single transit finder; Sector 45
359046756,359046756.01,,,,,,,,,PC,,11.2087,0.006,182.722104,35.755701,-9.344,0.05,-24.076,0.044000000000000004,2458922.5223,0.0032,,,15.347354999999999,2.3694889999999997,14036.0,2180.0,,,,,,,,,,,10.8475,1.1636,,,,,,,,,,,,,,,,,,,154.178,0.758,4963.65,142.179,4.4991699999999994,0.102239,0.843513,0.0621557,2022-04-28 22:03:58,dragomir,tfopwg,415400,single transit event from the TSTPC working group
359338693,359338693.01,,,,,,,,,PC,,13.1442,0.012,2.039806,64.006534,1.841,0.027000000000000003,-2.449,0.024,2458791.67146147,0.00870549,1.29253635,0.0008837999999999999,3.381901,2.565366,3110.0,2360.0,2.5180000000000002,0.44,,,0.539,0.298,0.05637,0.013880000000000002,3.54,1.03,11.0,4.18,,,,,,,,,,,,,,,,,,,756.785,10.3755,5770.0,122.0,3.95099,,1.7781099999999999,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,6.3e+06yr,OffTarget?. Wrn: mean(R)=1.024. Rp=(0.35-1.64)Rj. b=0.05-1.00 (3-97HDI)."
359357695,359357695.01,1880.01,,,,,,,,PC,,13.0614,0.008,182.726187,-75.13193000000001,-39.400999999999996,0.094,-7.25,0.08900000000000001,2458598.45913572,0.00297973,1.72629512,0.00035057,10.539197999999999,4.23175,9660.0,3890.0,1.492,0.507,85.6,5.4,0.619,0.78,0.0983,0.028010000000000004,8.06,2.73,5.96,1.71,,,,,,,,,,,,,,,,,,,102.60799999999999,0.613,3082.0,157.0,4.68872,0.0100067,0.5560579999999999,0.016711,2020-01-03 11:21:12,bouma,tfopwg,8521,"Cand super-Neptune; PMS M dwarf (Zari+18, rotn period)."
